,name,polygon,area
1309,Bülent Ecevit Parkı,"[(32.617454, 39.9833536), (32.6186432, 39.9833556), (32.6186331, 39.9827104), (32.6187312, 39.9827026), (32.6187568, 39.9826421), (32.6188395, 39.9826066), (32.6188296, 39.982353), (32.6187971, 39.9819777), (32.6187827, 39.9819464), (32.6187415, 39.9819347), (32.6175138, 39.9820228), (32.617564, 39.9825962), (32.617454, 39.9833536)]",15786.953582008418
1310,Şehit Abdulkadir Yüzbaşıoğlu Parkı,"[(32.6221454, 39.9823857), (32.6221659, 39.9823825), (32.6221737, 39.9823696), (32.6221987, 39.9819817), (32.6221813, 39.9818066), (32.6205706, 39.9818675), (32.6205345, 39.9818788), (32.6205192, 39.9819004), (32.6205272, 39.9823654), (32.6205438, 39.9823804), (32.6221454, 39.9823857)]",8590.874091017606
1313,Atakent Çocuk Parkı,"[(32.7952555, 39.9535868), (32.7951884, 39.9539055), (32.7954744, 39.954051), (32.7958338, 39.95365), (32.7952555, 39.9535868)]",1685.2661278618618
1317,Ethem Sarısülük Parkı,"[(32.8625529, 39.9217707), (32.8625503, 39.9217436), (32.8625139, 39.9213649), (32.8624989, 39.9212094), (32.8624949, 39.9211679), (32.8624859, 39.9210743), (32.86247, 39.9209084), (32.8628741, 39.9208772), (32.8632075, 39.9208515), (32.8632102, 39.9208697), (32.8632213, 39.9209446), (32.8632483, 39.9211271), (32.8633281, 39.9216402), (32.8633395, 39.9217134), (32.8633435, 39.9217391), (32.8625529, 39.9217707)]",6380.751103611358
1318,Ozan Ayas Parkı,"[(32.8665434, 39.9160043), (32.8667484, 39.9158623), (32.8671878, 39.9155579), (32.8672391, 39.9155212), (32.8672895, 39.9154851), (32.8676605, 39.9158115), (32.8668799, 39.9163778), (32.8668284, 39.9163212), (32.8667892, 39.9162782), (32.8666306, 39.9161041), (32.8665434, 39.9160043)]",4352.68404546531
1319,Şht. Halil Koçak Parkı,"[(32.8870977, 39.9214482), (32.8869902, 39.9213008), (32.8878337, 39.9211634), (32.8879086, 39.9214257), (32.8880747, 39.921603), (32.8882701, 39.9215106), (32.8888205, 39.9224298), (32.8886023, 39.9225172), (32.887394, 39.9212808), (32.8870977, 39.9214482)]",5785.483619882469
1325,Yunus Emre Parkı,"[(33.0245245, 40.2421807), (33.0243923, 40.241934), (33.0247155, 40.2418658), (33.0247643, 40.2421187), (33.0245245, 40.2421807)]",719.4976081892064
1326,Mamak General Zeki Doğan Parkı,"[(32.9083329, 39.9153075), (32.9083152, 39.9152668), (32.9082444, 39.9152586), (32.9081878, 39.9151853), (32.9087789, 39.915112), (32.9088661, 39.915292), (32.9089594, 39.9154582), (32.9090674, 39.9156113), (32.9091752, 39.9157744), (32.9094478, 39.9159508), (32.9091363, 39.916092), (32.9089381, 39.9161626), (32.9088886, 39.9161137), (32.9089417, 39.9160703), (32.9088567, 39.9159807), (32.9088213, 39.9159997), (32.9086833, 39.9158694), (32.9085063, 39.9156251), (32.9083966, 39.9154459), (32.9083329, 39.9153075)]",5068.36359804125
1330,Kırım-Sudak Kardeşlik Parkı,"[(32.9072468, 39.9091881), (32.9072504, 39.9086098), (32.9073176, 39.9085881), (32.9074769, 39.9085365), (32.9080184, 39.9089655), (32.9077529, 39.9091664), (32.9076821, 39.9091935), (32.9072468, 39.9091881)]",3274.548543946919
1332,Mutlu Park,"[(32.9045652, 39.9083684), (32.9048059, 39.9081282), (32.9050289, 39.9078635), (32.9050731, 39.9078798), (32.9050466, 39.9081974), (32.9050253, 39.9084974), (32.9048431, 39.9084919), (32.9047245, 39.9084634), (32.9045652, 39.9083684)]",1596.4333641294184
1341,Karaçam Parkı,"[(32.9264251, 39.9078491), (32.9264861, 39.9082327), (32.9265349, 39.9086381), (32.926669, 39.9094957), (32.926669, 39.909742), (32.9266365, 39.909951), (32.9267219, 39.9099572), (32.9269991, 39.9099113), (32.9271366, 39.9098886), (32.9273032, 39.9098512), (32.9272951, 39.9096921), (32.9271935, 39.9094302), (32.9271447, 39.9091152), (32.9270268, 39.9087472), (32.9264779, 39.9078741), (32.9264251, 39.9078491)]",8296.480377606693
1344,İsmet Camuzoğlu Parkı,"[(32.8655963, 39.8712488), (32.8661501, 39.8708825), (32.8665297, 39.8712177), (32.866119, 39.8715049), (32.8660222, 39.8716016), (32.8655963, 39.8712488)]",3110.0269273394365
1345,Teoman Erel Parkı,"[(32.8630408, 39.8696163), (32.8638025, 39.8702103), (32.8639257, 39.8703096), (32.8643646, 39.8699128), (32.8634005, 39.8693113), (32.8632498, 39.8694391), (32.8630408, 39.8696163)]",5521.259580325299
1347,General Zeki Doğan Parkı,"[(32.9138021, 39.9086673), (32.9138129, 39.9081509), (32.9140194, 39.9081467), (32.914014, 39.9080891), (32.914537, 39.9080809), (32.9146577, 39.9082085), (32.9146926, 39.9082702), (32.9148053, 39.9082661), (32.9148482, 39.9081982), (32.9149233, 39.9081941), (32.9149018, 39.9083052), (32.9150011, 39.9083093), (32.9151861, 39.908299), (32.9151861, 39.9087002), (32.9147355, 39.9087208), (32.9147436, 39.9086591), (32.9138021, 39.9086673)]",6620.344265601826
1357,Gökkuşağı Parkı,"[(32.9120166, 39.9349263), (32.9119312, 39.9342966), (32.9123296, 39.9339163), (32.9124801, 39.9338009), (32.9127402, 39.9336731), (32.9130248, 39.9334237), (32.9133623, 39.9330871), (32.9134802, 39.9330496), (32.9134802, 39.9331743), (32.9134151, 39.9339506), (32.9133623, 39.9340316), (32.9131427, 39.9340753), (32.9128338, 39.9341376), (32.9127037, 39.934175), (32.9125166, 39.9343496), (32.9120166, 39.9349263)]",9418.788541031096
1360,Devlet Mahallesi Parkı,"[(32.8688516, 39.8813735), (32.8691924, 39.8805015), (32.8694422, 39.88033), (32.8693866, 39.8802573), (32.869355, 39.8802159), (32.8692298, 39.8800596), (32.8688827, 39.8796262), (32.8688521, 39.8795228), (32.8688474, 39.8795036), (32.8686344, 39.87973), (32.8686209, 39.8797677), (32.8686266, 39.8797883), (32.8686288, 39.8798166), (32.8686271, 39.8798447), (32.8686026, 39.8798796), (32.8685573, 39.8799175), (32.8684519, 39.879988), (32.8681254, 39.880264), (32.8684752, 39.880445), (32.8685366, 39.8804897), (32.8685817, 39.8805625), (32.8687045, 39.8808922), (32.8688516, 39.8813735)]",8920.486745206119
1365,Göksu Parkı,"[(32.655579, 39.997033), (32.6552593, 39.9942076), (32.6550997, 39.9936734), (32.654813, 39.993275), (32.6546276, 39.9928829), (32.6546067, 39.9918207), (32.6545195, 39.9914852), (32.6544035, 39.9912845), (32.6539932, 39.9909197), (32.6533118, 39.9906001), (32.6504661, 39.9894912), (32.6483776, 39.9884759), (32.6479165, 39.9882841), (32.6474982, 39.9882092), (32.6456997, 39.9883379), (32.6452661, 39.9884057), (32.6446616, 39.9885297), (32.6438859, 39.9888739), (32.6444031, 39.9895486), (32.6443197, 39.9900065), (32.6443665, 39.9904122), (32.6445079, 39.9904794), (32.6447271, 39.9908507), (32.6449437, 39.991203), (32.645093, 39.9914117), (32.6452977, 39.9917), (32.645756, 39.9924418), (32.6461085, 39.9924361), (32.6464448, 39.9926634), (32.6466493, 39.9928365), (32.6468295, 39.9932412), (32.6469516, 39.9938658), (32.6469974, 39.9941535), (32.6470768, 39.9944599), (32.6471867, 39.9947219), (32.647373, 39.9948529), (32.6475959, 39.9949488), (32.6480447, 39.9950143), (32.6486554, 39.9949582), (32.6495653, 39.9946821), (32.6504203, 39.9944623), (32.6512203, 39.99435), (32.6516697, 39.9943335), (32.6528172, 39.9942915), (32.6535225, 39.9959827), (32.6538828, 39.99675), (32.6543866, 39.9975149), (32.655579, 39.997033)]",510489.54163625697
1367,Kuşcağız Aile Yaşam Merkezi,"[(32.8523354, 40.0056577), (32.8524487, 40.0051209), (32.852477, 40.0049854), (32.8524912, 40.0043944), (32.8525195, 40.0033479), (32.8546501, 40.0038793), (32.8553791, 40.0038739), (32.8554145, 40.0039823), (32.8551172, 40.0048011), (32.8548341, 40.0059993), (32.8523354, 40.0056577)]",54985.34927259897
1375,Harun Reşit Öteyüz Parkı,"[(32.8193957, 39.9934833), (32.819385, 39.9931008), (32.8199099, 39.9930922), (32.8199206, 39.9934747), (32.8193957, 39.9934833)]",1903.2206832660659
1376,Güneş Parkı,"[(32.9174208, 39.9164052), (32.9175013, 39.9162036), (32.9175469, 39.9157346), (32.9177937, 39.9157675), (32.9176327, 39.9164525), (32.9174208, 39.9164052)]",1393.7044444463586
1393,İzci Parkı,"[(32.7139645, 39.9822299), (32.7157916, 39.9820118), (32.7158753, 39.9819401), (32.7158352, 39.9816562), (32.7137157, 39.9819538), (32.7138633, 39.9821948), (32.7139081, 39.9822203), (32.7139645, 39.9822299)]",6379.204085270215
1394,Rüya Parkı,"[(32.8721955, 39.8788564), (32.872714, 39.8788621), (32.8727191, 39.878519), (32.8729163, 39.8785209), (32.8729532, 39.8784838), (32.872859, 39.8784262), (32.8728325, 39.8784043), (32.8728114, 39.8783824), (32.872799, 39.8783526), (32.8727695, 39.878067), (32.8727607, 39.8779708), (32.8727681, 39.8779327), (32.8726721, 39.8778603), (32.8726371, 39.8775225), (32.8722648, 39.8775541), (32.8723088, 39.8781015), (32.8724067, 39.8784143), (32.8721982, 39.8787637), (32.8721955, 39.8788564)]",5523.46481277476
1399,Kemal Sonunur Parkı,"[(32.6208942, 39.9950221), (32.6218357, 39.9950872), (32.6218321, 39.995418), (32.6218286, 39.9957407), (32.6218852, 39.99631), (32.62191, 39.9967059), (32.6219772, 39.9972075), (32.6220445, 39.9977253), (32.6220586, 39.9980127), (32.6219029, 39.9981402), (32.6217861, 39.9981944), (32.6214003, 39.9981293), (32.6208376, 39.9980182), (32.6203846, 39.9978636), (32.6204589, 39.9977714), (32.6205792, 39.9971397), (32.6206394, 39.9965703), (32.6207456, 39.9960037), (32.6208942, 39.9950221)]",36188.195315825316
1400,Çetin Teker Dinlenme Parkı,"[(32.7939817, 39.9552933), (32.7939116, 39.9547011), (32.794299, 39.9543108), (32.7943298, 39.9544195), (32.7943853, 39.9545919), (32.7943761, 39.9550005), (32.7944592, 39.9550926), (32.7945424, 39.9551705), (32.7947273, 39.955265), (32.7949738, 39.9552862), (32.7952203, 39.9553146), (32.7952418, 39.9553925), (32.7939817, 39.9552933)]",4396.3970937783715
1402,Şehit Mustafa Oğuz Parkı,"[(32.6839533, 39.8766655), (32.6839204, 39.8759543), (32.6842936, 39.8759441), (32.6843266, 39.8766553), (32.6839533, 39.8766655)]",2522.6620887038953
1403,Sedir Parkı,"[(32.6990308, 39.8892623), (32.6993708, 39.8887643), (32.6995925, 39.8888395), (32.6996788, 39.8888852), (32.6997558, 39.8889462), (32.6997961, 39.8890148), (32.6997939, 39.8890831), (32.6997739, 39.889156), (32.6996795, 39.8892555), (32.699611, 39.8892836), (32.6995362, 39.8893045), (32.6994299, 39.8893127), (32.6993443, 39.8893058), (32.6990308, 39.8892623)]",2555.0994449465115
1406,Ümit Yuvam Parkı,"[(32.705628, 39.9037373), (32.7066587, 39.9038719), (32.7068136, 39.9038906), (32.7072887, 39.9039524), (32.7073103, 39.9040233), (32.7056835, 39.9042809), (32.705514, 39.9042739), (32.705628, 39.9037373)]",5229.138636770671
1412,Yavuz Sultan Selim Parkı,"[(32.8069244, 39.9849057), (32.8079651, 39.9850064), (32.8079666, 39.9849898), (32.8079731, 39.9849152), (32.8079838, 39.9847927), (32.8085257, 39.984881), (32.8085872, 39.9845352), (32.80859, 39.984509), (32.8071792, 39.9845275), (32.8069512, 39.984581), (32.8068976, 39.9847146), (32.8068949, 39.9848173), (32.8069244, 39.9849057)]",6077.993327440602
1428,Umut Var Parkı,"[(32.9282902, 39.898577), (32.9284424, 39.8977869), (32.9285804, 39.8978005), (32.9286193, 39.8986178), (32.9282902, 39.898577)]",1795.5504065475498
1438,Gezi Parkı,"[(32.7249557, 39.9804784), (32.7266778, 39.9802579), (32.7266901, 39.9802447), (32.7266926, 39.9802253), (32.7265983, 39.9800592), (32.7265814, 39.9800507), (32.7265629, 39.9800473), (32.7250025, 39.9802643), (32.7249787, 39.9802755), (32.7249687, 39.9802934), (32.7249557, 39.9804784)]",3459.32113104637
1439,Gezi Parkı,"[(32.7268093, 39.9802156), (32.7268368, 39.9802276), (32.7268734, 39.980228), (32.7277612, 39.9801036), (32.727778, 39.9800942), (32.727785, 39.9800814), (32.7277977, 39.9799115), (32.7277881, 39.979896), (32.7277657, 39.9798901), (32.7267283, 39.980028), (32.7267227, 39.9800751), (32.7268093, 39.9802156)]",2103.494960543654
1440,Gezi Parkı,"[(32.7230818, 39.9808961), (32.72303, 39.9806793), (32.7246116, 39.9804114), (32.724653, 39.980427), (32.7246753, 39.9804566), (32.7246581, 39.9806774), (32.7230818, 39.9808961)]",3799.99987683107
1444,Mamak Belediyesi Nato Yolu Koşu Ve Dinlenme Alanı,"[(32.9169, 39.9098195), (32.9173247, 39.9099878), (32.9178379, 39.9102593), (32.9179618, 39.9102702), (32.9179087, 39.9098032), (32.9177388, 39.9090485), (32.9175583, 39.9083074), (32.9174026, 39.9078296), (32.9171832, 39.9072839), (32.9170133, 39.9069798), (32.916854, 39.9067816), (32.9166452, 39.9065769), (32.9168612, 39.9072157), (32.9170027, 39.9077563), (32.9172539, 39.9083074), (32.9172752, 39.9085788), (32.9172858, 39.9088911), (32.9173106, 39.9092304), (32.9171088, 39.909244), (32.917169, 39.9097109), (32.9168717, 39.9097544), (32.9169, 39.9098195)]",14319.104821343217
1445,Muhtar Arif Celep Parkı,"[(32.9211686, 39.9122726), (32.9211686, 39.911911), (32.9215692, 39.9119512), (32.9215599, 39.9122513), (32.9211686, 39.9122726)]",1243.0958548707192
1447,Menekşe Erbay Parkı,"[(32.9059494, 39.924987), (32.9058931, 39.9248327), (32.906317, 39.9244883), (32.9065958, 39.9248636), (32.9059494, 39.924987)]",1715.69992917038
1452,Seher Gül Ateş Parkı,"[(32.8813473, 39.9022384), (32.8814164, 39.9020903), (32.8816622, 39.901564), (32.8818154, 39.9016), (32.8816957, 39.9018579), (32.8816672, 39.9019424), (32.8816663, 39.9020367), (32.8816898, 39.9021606), (32.8817025, 39.9022244), (32.8816587, 39.9022296), (32.8816343, 39.9022315), (32.8815534, 39.9022096), (32.8815043, 39.9021956), (32.8814744, 39.9022381), (32.8813473, 39.9022384)]",1282.975599374609
1458,Vatansever Parkı,"[(32.9170197, 39.9219795), (32.9170969, 39.9216365), (32.9177027, 39.9217457), (32.917597, 39.9220731), (32.9170197, 39.9219795)]",1968.663385152293
1460,Şht. Jandarma Er Fatih Çaybaşı Parkı,"[(32.8278451, 39.88448), (32.8274864, 39.8845813), (32.8273021, 39.8841073), (32.8281395, 39.8838924), (32.8281669, 39.8839691), (32.8276766, 39.8840906), (32.8278451, 39.88448)]",2110.4066398202904
1464,Kutlugün Dinlenme Parkı,"[(32.876334, 39.9313922), (32.8768828, 39.9309651), (32.8770211, 39.9310742), (32.876395, 39.9313969), (32.876334, 39.9313922)]",671.2870464533256
1466,Şirintepe Parkı,"[(32.919555, 39.9162842), (32.9193806, 39.9158131), (32.919681, 39.9158069), (32.9195898, 39.9162574), (32.919555, 39.9162842)]",739.0831140279483
1467,Hayat Parkı,"[(32.9191254, 39.9127897), (32.9193256, 39.9124753), (32.9193996, 39.9124375), (32.9194704, 39.9124446), (32.9195598, 39.9125391), (32.9196153, 39.9127022), (32.9196276, 39.9128322), (32.9196122, 39.9129007), (32.9193657, 39.9128889), (32.9191254, 39.9127897)]",1480.9073950244895
1468,Semra Ertem Parkı,"[(32.8782024, 39.9294504), (32.8783472, 39.929189), (32.8785994, 39.9293143), (32.8784943, 39.9295274), (32.8782024, 39.9294504)]",731.9803261337095
1473,Peyamisefa Parkı,"[(32.8895689, 39.9207661), (32.8895269, 39.9207052), (32.8895059, 39.9206407), (32.8895199, 39.9206067), (32.8903301, 39.9202575), (32.8904188, 39.9203775), (32.8895689, 39.9207661)]",1366.0306244594003
1474,Şht. Kıdemli Üstğm. Ufuk Ünsal Parkı,"[(32.8816025, 39.9307775), (32.882305, 39.9301357), (32.8824059, 39.9302198), (32.882075, 39.930517), (32.8818379, 39.9308644), (32.8816025, 39.9307775)]",1329.8174576973706
1475,Babaharman Kültür Parkı,"[(32.8611908, 39.9548345), (32.8604844, 39.9541733), (32.8608857, 39.9538899), (32.8609658, 39.9538687), (32.8611537, 39.9538994), (32.8613078, 39.9539301), (32.8613941, 39.9539253), (32.8614618, 39.9538899), (32.8616683, 39.9539088), (32.8617638, 39.9536041), (32.8626604, 39.9537151), (32.862648, 39.9537576), (32.8623091, 39.9537777), (32.8623107, 39.953812), (32.8621967, 39.9538191), (32.8622213, 39.9543809), (32.8619359, 39.9543804), (32.8611908, 39.9548345)]",11430.346560452463
1477,Şehit Onbaşı Mesut Bilgin Parkı,"[(32.5732488, 39.9723002), (32.5738121, 39.971778), (32.5736458, 39.9723639), (32.5736136, 39.9723906), (32.5732488, 39.9723002)]",1212.4801380004265
1479,Yaşar Doğu Parkı,"[(32.6214308, 39.9849134), (32.6215335, 39.9849378), (32.6217565, 39.9849405), (32.6219299, 39.9849405), (32.62199, 39.9848944), (32.6219865, 39.9845636), (32.6219723, 39.9844714), (32.6216927, 39.9844687), (32.6213955, 39.9844795), (32.6213848, 39.9846233), (32.6214202, 39.9848212), (32.6214308, 39.9849134)]",2552.4136706028994
1484,Akasya Parkı,"[(32.6318235, 39.986633), (32.6316156, 39.9858854), (32.6317933, 39.9858554), (32.6318564, 39.9858526), (32.6319224, 39.9858654), (32.6324767, 39.986151), (32.6321507, 39.9864784), (32.6319591, 39.9865921), (32.6318235, 39.986633)]",3592.4200544166047
1488,Şehit Polisler Parkı,"[(32.6377299, 39.9853932), (32.6377399, 39.9843586), (32.6377012, 39.983684), (32.6377722, 39.9829097), (32.6377336, 39.9813494), (32.6385497, 39.9812258), (32.6390135, 39.9812761), (32.6391998, 39.9813509), (32.6392805, 39.9814418), (32.6393148, 39.9816088), (32.6392507, 39.9817755), (32.6390383, 39.9820359), (32.6389109, 39.9824481), (32.6397887, 39.9823993), (32.6398637, 39.9825531), (32.639279, 39.9829471), (32.6388218, 39.9829788), (32.6381761, 39.9837704), (32.6383442, 39.9840882), (32.6381748, 39.9846013), (32.6381394, 39.9851708), (32.6378625, 39.9853212), (32.6377299, 39.9853932)]",37460.96167948917
1490,Mehmet Akif Ersoy Parkı,"[(32.6470938, 39.9802892), (32.6488377, 39.9802061), (32.648767, 39.9779551), (32.6487477, 39.9778688), (32.6487136, 39.9778106), (32.6486571, 39.9777554), (32.6485751, 39.9777133), (32.6484796, 39.9776873), (32.6483812, 39.9776688), (32.6481995, 39.9776601), (32.6481583, 39.9789527), (32.6469547, 39.978935), (32.646715, 39.9787484), (32.6458536, 39.9787509), (32.6458568, 39.979129), (32.6467972, 39.9791157), (32.6468323, 39.9791152), (32.6469208, 39.9791159), (32.646921, 39.9791716), (32.6470627, 39.979173), (32.6470624, 39.979211), (32.6471838, 39.9792268), (32.6473103, 39.9792651), (32.6473918, 39.9793194), (32.6474638, 39.9793935), (32.6474987, 39.9794557), (32.6475009, 39.9795288), (32.6473759, 39.9795304), (32.6473809, 39.9797545), (32.6472242, 39.9797565), (32.6470818, 39.9797583), (32.6470938, 39.9802892)]",30795.704070179512
1492,Eryaman Cumhuriyet Parkı,"[(32.6486712, 39.9762535), (32.6486652, 39.9754991), (32.6487243, 39.9748979), (32.6490244, 39.9736691), (32.6493907, 39.972913), (32.6494093, 39.9728518), (32.6494083, 39.9727844), (32.6493857, 39.9727342), (32.6493327, 39.9726939), (32.6484068, 39.9723396), (32.6478974, 39.9754549), (32.6475749, 39.9757469), (32.6480156, 39.9760508), (32.6486712, 39.9762535)]",29558.53072691107
1495,Itri Parkı,"[(32.6385812, 39.9964566), (32.6386015, 39.9962344), (32.6387306, 39.9961622), (32.6400245, 39.9966068), (32.6401464, 39.9966147), (32.6401004, 39.9969503), (32.6400663, 39.9969635), (32.6385812, 39.9964566)]",4913.172626178494
1496,Şehit Okan Koç Parkı,"[(32.6385638, 39.9874783), (32.6386634, 39.9876518), (32.6387895, 39.9877532), (32.6389652, 39.9878172), (32.6402754, 39.9880218), (32.6403673, 39.987864), (32.6396117, 39.9874106), (32.6395504, 39.987383), (32.6394664, 39.9873719), (32.6385888, 39.9874439), (32.6385638, 39.9874783)]",6321.737966855838
1498,Kütükçü Ali Bey Parkı,"[(32.7309288, 39.975342), (32.7310837, 39.9754053), (32.7312379, 39.9754524), (32.7317838, 39.9755149), (32.7318143, 39.9749611), (32.7317888, 39.9748873), (32.7317348, 39.9748164), (32.7316476, 39.9747477), (32.7306908, 39.9742654), (32.7301043, 39.9749335), (32.7309288, 39.975342)]",11798.313899177621
1499,Şekibe Haseki Parkı,"[(32.8356656, 39.9572909), (32.8355281, 39.9571187), (32.8353203, 39.9568856), (32.8351825, 39.9567221), (32.8351817, 39.9567166), (32.8351823, 39.9567121), (32.8351838, 39.9567078), (32.8351859, 39.9567028), (32.8351898, 39.9566974), (32.8357743, 39.9563312), (32.8358052, 39.9563132), (32.8358307, 39.9563089), (32.8358558, 39.95631), (32.8358761, 39.9563186), (32.8358971, 39.9563322), (32.8359191, 39.9563508), (32.835937, 39.9563702), (32.8360395, 39.9565169), (32.8362302, 39.9568203), (32.8362672, 39.9568874), (32.8364629, 39.957234), (32.8364746, 39.9572569), (32.8364765, 39.9572673), (32.8364729, 39.9572755), (32.8364668, 39.9572841), (32.8358244, 39.9574187), (32.8358021, 39.9574236), (32.8357833, 39.9574253), (32.8357686, 39.9574254), (32.8357535, 39.9574218), (32.835743, 39.9574158), (32.8357339, 39.9573995), (32.8356656, 39.9572909)]",7565.295319763865
